Precision,Recall
0.4867549668874172,1.0
0.49,1.0
0.4916387959866221,1.0
0.49328859060402686,1.0
0.494949494949495,1.0
0.4966216216216216,1.0
0.49830508474576274,1.0
0.5,1.0
0.5017064846416383,1.0
0.5034246575342466,1.0
0.5051546391752577,1.0
0.506896551724138,1.0
0.5086505190311419,1.0
0.5104166666666666,1.0
0.5121951219512195,1.0
0.513986013986014,1.0
0.5157894736842106,1.0
0.5176056338028169,1.0
0.519434628975265,1.0
0.5212765957446809,1.0
0.5195729537366548,0.9931972789115646
0.5214285714285715,0.9931972789115646
0.5232974910394266,0.9931972789115646
0.5215827338129496,0.9863945578231292
0.51985559566787,0.9795918367346939
0.5181159420289855,0.9727891156462585
0.52,0.9727891156462585
0.5218978102189781,0.9727891156462585
0.5238095238095238,0.9727891156462585
0.5257352941176471,0.9727891156462585
0.5239852398523985,0.9659863945578231
0.5259259259259259,0.9659863945578231
0.5278810408921933,0.9659863945578231
0.5298507462686567,0.9659863945578231
0.5318352059925093,0.9659863945578231
0.5338345864661654,0.9659863945578231
0.5358490566037736,0.9659863945578231
0.5340909090909091,0.9591836734693877
0.5361216730038023,0.9591836734693877
0.5381679389312977,0.9591836734693877
0.5402298850574713,0.9591836734693877
0.5423076923076923,0.9591836734693877
0.5444015444015444,0.9591836734693877
0.5465116279069767,0.9591836734693877
0.5486381322957199,0.9591836734693877
0.546875,0.9523809523809523
0.5490196078431373,0.9523809523809523
0.5511811023622047,0.9523809523809523
0.5533596837944664,0.9523809523809523
0.5555555555555556,0.9523809523809523
0.5537848605577689,0.9455782312925171
0.556,0.9455782312925171
0.5542168674698795,0.9387755102040817
0.5564516129032258,0.9387755102040817
0.5587044534412956,0.9387755102040817
0.556910569105691,0.9319727891156463
0.5551020408163265,0.9251700680272109
0.5532786885245902,0.9183673469387755
0.551440329218107,0.9115646258503401
0.5537190082644629,0.9115646258503401
0.5560165975103735,0.9115646258503401
0.5583333333333333,0.9115646258503401
0.5606694560669456,0.9115646258503401
0.5630252100840336,0.9115646258503401
0.5654008438818565,0.9115646258503401
0.5635593220338984,0.9047619047619048
0.5659574468085107,0.9047619047619048
0.5683760683760684,0.9047619047619048
0.5708154506437768,0.9047619047619048
0.5732758620689655,0.9047619047619048
0.5714285714285714,0.8979591836734694
0.5739130434782609,0.8979591836734694
0.5764192139737991,0.8979591836734694
0.5789473684210527,0.8979591836734694
0.5814977973568282,0.8979591836734694
0.584070796460177,0.8979591836734694
0.5866666666666667,0.8979591836734694
0.5848214285714286,0.891156462585034
0.5874439461883408,0.891156462585034
0.5855855855855856,0.8843537414965986
0.583710407239819,0.8775510204081632
0.5863636363636363,0.8775510204081632
0.5844748858447488,0.8707482993197279
0.5871559633027523,0.8707482993197279
