Precision,Recall
0.03187149413564508,1.0
0.03503363228699551,1.0
0.03861600247142416,1.0
0.0421912215039129,0.992
0.045488165680473376,0.984
0.0488390712570056,0.976
0.05229318474067724,0.976
0.05545371219065078,0.968
0.05805515239477504,0.96
0.06157003591585428,0.96
0.06367041198501873,0.952
0.06521739130434782,0.936
0.0681024447031432,0.936
0.07108140947752126,0.936
0.07423857868020305,0.936
0.07758620689655173,0.936
0.08030199039121483,0.936
0.08268551236749117,0.936
0.08498168498168499,0.928
0.08767951625094482,0.928
0.09133858267716535,0.928
0.09492635024549918,0.928
0.09805579036348266,0.928
0.10175438596491228,0.928
0.10608856088560886,0.92
0.10951008645533142,0.912
0.11100196463654224,0.904
0.11336032388663968,0.896
0.11654526534859522,0.896
0.12187159956474429,0.896
0.1255656108597285,0.888
0.1289198606271777,0.888
0.1336573511543135,0.88
0.1394169835234474,0.88
0.1456953642384106,0.88
0.15214384508990317,0.88
0.1585014409221902,0.88
0.16516516516516516,0.88
0.17405063291139242,0.88
0.18211920529801323,0.88
0.1903114186851211,0.88
0.19569120287253142,0.872
0.20297951582867785,0.872
0.212890625,0.872
0.22064777327935223,0.872
0.22863247863247863,0.856
0.240990990990991,0.856
0.25721153846153844,0.856
0.2681704260651629,0.856
0.2779220779220779,0.856
0.2872628726287263,0.848
0.3028571428571429,0.848
0.31547619047619047,0.848
0.3261538461538461,0.848
0.3419354838709677,0.848
0.3509933774834437,0.848
0.363013698630137,0.848
0.3736654804270463,0.84
0.39473684210526316,0.84
0.41015625,0.84
0.42448979591836733,0.832
0.4351464435146444,0.832
0.4622222222222222,0.832
0.4703196347031963,0.824
0.4857142857142857,0.816
0.4950980392156863,0.808
0.5103092783505154,0.792
0.5294117647058824,0.792
0.5542857142857143,0.776
0.5614035087719298,0.768
0.6,0.768
0.6075949367088608,0.768
0.6089743589743589,0.76
0.6418918918918919,0.76
0.6597222222222222,0.76
0.6785714285714286,0.76
0.6985294117647058,0.76
0.7014925373134329,0.752
0.7175572519083969,0.752
0.7244094488188977,0.736
0.7479674796747967,0.736
0.7583333333333333,0.728
0.7692307692307693,0.72
0.7876106194690266,0.712
0.8,0.704
0.822429906542056,0.704
0.8613861386138614,0.696
0.865979381443299,0.672
0.8723404255319149,0.656
0.8953488372093024,0.616
0.9024390243902439,0.592
0.8974358974358975,0.56
0.9295774647887324,0.528
0.9264705882352942,0.504
0.921875,0.472
0.9344262295081968,0.456
0.9583333333333334,0.368
0.972972972972973,0.288
1.0,0.216
1.0,0.112
1.0,0.0
