Precision,Recall
0.03187149413564508,1.0
0.031713554987212275,0.992
0.03172166794576618,0.992
0.03172978505629478,0.992
0.03173790632198618,0.992
0.031746031746031744,0.992
0.03175416133162612,0.992
0.031762295081967214,0.992
0.03177043300025621,0.992
0.03177857508969759,0.992
0.0317867213534991,0.992
0.031794871794871796,0.992
0.031803026417030006,0.992
0.03181118522319138,0.992
0.03181934821657685,0.992
0.03182751540041068,0.992
0.03183568677792041,0.992
0.03184386235233693,0.992
0.03185204212689442,0.992
0.03186022610483042,0.992
0.03186841428938576,0.992
0.031876606683804626,0.992
0.031884803291334536,0.992
0.03189300411522634,0.992
0.03190120915873424,0.992
0.0319094184251158,0.992
0.03191763191763192,0.992
0.03192584963954686,0.992
0.03193407159412825,0.992
0.03194229778464709,0.992
0.03195052821437774,0.992
0.031958762886597936,0.992
0.031967001804588814,0.992
0.03197524497163486,0.992
0.031983492391023986,0.992
0.03199174406604747,0.992
0.032,0.992
0.03200826019617966,0.992
0.03201652465788794,0.992
0.03202479338842975,0.992
0.032033066391113404,0.992
0.03204134366925065,0.992
0.032049625226156626,0.992
0.03205791106514995,0.992
0.032066201189552626,0.992
0.03207449560269012,0.992
0.032082794307891335,0.992
0.032091097308488616,0.992
0.03209940460781776,0.992
0.03210771620921802,0.992
0.03211603211603212,0.992
0.03212435233160622,0.992
0.03213267685928997,0.992
0.0321410057024365,0.992
0.03214933886440238,0.992
0.032157676348547715,0.992
0.032166018158236054,0.992
0.03217436429683446,0.992
0.03218271476771347,0.992
0.032191069574247146,0.992
0.03219942871981304,0.992
0.032207792207792206,0.992
0.03221616004156924,0.992
0.032224532224532226,0.992
0.03223290876007279,0.992
0.03224128965158606,0.992
0.03224967490247074,0.992
0.03225806451612903,0.992
0.032266458495966696,0.992
0.032274856845393024,0.992
0.03228325956782088,0.992
0.03229166666666667,0.992
0.03230007814535035,0.992
0.03230849400729546,0.992
0.03231691425592911,0.992
0.03232533889468196,0.992
0.03233376792698826,0.992
0.03234220135628586,0.992
0.032350639186016175,0.992
0.032359081419624215,0.992
0.0323675280605586,0.992
0.03237597911227154,0.992
0.03238443457821886,0.992
0.03239289446185998,0.992
0.03240135876665796,0.992
0.03240982749607946,0.992
0.03241830065359477,0.992
0.032426778242677826,0.992
0.032435260266806175,0.992
0.032443746729461015,0.992
0.03245223763412719,0.992
0.032460732984293195,0.992
0.032469232783451166,0.992
0.03247773703509691,0.992
0.032486245742729895,0.992
0.03249475890985325,0.992
0.032503276539973786,0.992
0.032511798636601995,0.992
0.032520325203252036,0.992
0.03252885624344176,0.992
0.03253739176069273,0.992
0.03254593175853018,0.992
0.03255447624048307,0.992
0.032563025210084036,0.992
0.032571578670869454,0.992
0.0325801366263794,0.992
0.032588699080157685,0.992
0.03259726603575184,0.992
0.03260583749671312,0.992
0.03261441346659653,0.992
0.0326229939489608,0.992
0.03263157894736842,0.992
0.03264016846538563,0.992
0.03264876250658241,0.992
0.03265736107453253,0.992
0.032665964172813484,0.992
0.03267457180500659,0.992
0.03268318397469689,0.992
0.03269180068547324,0.992
0.03270042194092827,0.992
0.0327090477446584,0.992
0.03271767810026385,0.992
0.032726313011348644,0.992
0.03273495248152059,0.992
0.03274359651439134,0.992
0.032752245113576335,0.992
0.03276089828269485,0.992
0.03276955602536998,0.992
0.032778218345228656,0.992
0.03278688524590164,0.992
0.03279555673102354,0.992
0.0328042328042328,0.992
0.032812913469171735,0.992
0.0328215987294865,0.992
0.03283028858882711,0.992
0.03283898305084746,0.992
0.0328476821192053,0.992
0.03285638579756227,0.992
0.032865094089583886,0.992
0.032873806998939555,0.992
0.03288252452930257,0.992
0.03289124668435013,0.992
0.032899973467763334,0.992
0.032908704883227176,0.992
0.03291744093443058,0.992
0.032926181625066386,0.992
0.032934926958831344,0.992
0.03294367693942614,0.992
0.032952431570555406,0.992
0.0329611908559277,0.992
0.03296995479925552,0.992
0.03297872340425532,0.992
0.03298749667464751,0.992
0.03299627461415647,0.992
0.033005057226510516,0.992
0.03301384451544196,0.992
0.03302263648468708,0.992
0.03303143313798615,0.992
0.0330402344790834,0.992
0.03304904051172708,0.992
0.03305785123966942,0.992
0.03306666666666667,0.992
0.033075486796479064,0.992
0.033084311632870865,0.992
0.033093141179610354,0.992
0.03310197544046983,0.992
0.033110814419225636,0.992
0.03311965811965812,0.992
0.033128506545551696,0.992
0.03313735970069481,0.992
0.03314621758887998,0.992
0.033155080213903745,0.992
0.03316394757956673,0.992
0.03317281968967362,0.992
0.033181696548033185,0.992
0.03292291220556745,0.984
0.03293172690763052,0.984
0.032940546331012316,0.984
0.0329493704795071,0.984
0.03295819935691318,0.984
0.03296703296703297,0.984
0.032975871313672925,0.984
0.03298471440064361,0.984
0.03299356223175966,0.984
0.03300241481083982,0.984
0.033011272141706925,0.984
0.03302013422818792,0.984
0.033029001074113856,0.984
0.033037872683319904,0.984
0.03304674905964535,0.984
0.03305563020693362,0.984
0.03306451612903226,0.984
0.033073406829792956,0.984
0.03308230231307154,0.984
0.033091202582728005,0.984
0.03310010764262648,0.984
0.033109017496635265,0.984
0.033117932148626815,0.984
0.03312685160247778,0.984
0.033135775862068964,0.984
0.033144704931285365,0.984
0.03315363881401617,0.984
0.03316257751415476,0.984
0.03317152103559871,0.984
0.0331804693822498,0.984
0.033189422558014034,0.984
0.03319838056680162,0.984
0.033207343412527,0.984
0.03321631109910883,0.984
0.03322528363047002,0.984
0.03323426101053769,0.984
0.033243243243243244,0.984
0.0332522303325223,0.984
0.03326122228231476,0.984
0.03327021909656478,0.984
0.033279220779220776,0.984
0.033288227334235455,0.984
0.033297238765565784,0.984
0.03330625507717303,0.984
0.033315276273022755,0.984
0.0333243023570848,0.984
0.03333333333333333,0.984
0.03334236920574681,0.984
0.03335140997830802,0.984
0.03336045565500407,0.984
0.03336950623982637,0.984
0.033378561736770694,0.984
0.033387622149837134,0.984
0.03339668748303014,0.984
0.0334057577403585,0.984
0.03341483292583537,0.984
0.03342391304347826,0.984
0.03343299809730905,0.984
0.033442088091353996,0.984
0.033451183029643734,0.984
0.03346028291621327,0.984
0.03346938775510204,0.984
0.033478497550353835,0.984
0.03348761230601688,0.984
0.03349673202614379,0.984
0.03350585671479161,0.984
0.0335149863760218,0.984
0.033524121013900246,0.984
0.03353326063249727,0.984
0.03354240523588765,0.984
0.03355155482815057,0.984
0.033560709413369715,0.984
0.03356986899563319,0.984
0.03357903357903358,0.984
0.03358820316766794,0.984
0.0335973777656378,0.984
0.03360655737704918,0.984
0.03361574200601257,0.984
0.03362493165664297,0.984
0.033634126333059886,0.984
0.03364332603938731,0.984
0.03365253077975376,0.984
0.03366174055829228,0.984
0.03367095537914043,0.984
0.033680175246440305,0.984
0.03368940016433854,0.984
0.033424657534246574,0.976
0.033433817484242255,0.976
0.03344298245614035,0.976
0.03345215245407184,0.976
0.033461327482172246,0.976
0.03347050754458162,0.976
0.033479692645444564,0.976
0.03348888278891024,0.976
0.033498077979132346,0.976
